Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4,demand_ip5,demand_ip6,demand_ip7
,,,,,,,,,103,6,15,7,2023-06-15T05:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,104,6,15,8,2023-06-15T06:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,105,6,15,9,2023-06-15T07:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,106,6,15,10,2023-06-15T08:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,107,6,15,11,2023-06-15T09:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,108,6,15,12,2023-06-15T10:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,109,6,15,13,2023-06-15T11:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,110,6,15,14,2023-06-15T12:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,111,6,15,15,2023-06-15T13:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,112,6,15,16,2023-06-15T14:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,113,6,15,17,2023-06-15T15:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,114,6,15,18,2023-06-15T16:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,115,6,15,19,2023-06-15T17:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,116,6,15,20,2023-06-15T18:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,117,6,15,21,2023-06-15T19:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,118,6,15,22,2023-06-15T20:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,119,6,15,23,2023-06-15T21:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,120,6,15,24,2023-06-15T22:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,121,6,16,1,2023-06-15T23:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,122,6,16,2,2023-06-16T00:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,123,6,16,3,2023-06-16T01:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,124,6,16,4,2023-06-16T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,125,6,16,5,2023-06-16T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,126,6,16,6,2023-06-16T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,127,6,16,7,2023-06-16T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,128,6,16,8,2023-06-16T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,129,6,16,9,2023-06-16T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,130,6,16,10,2023-06-16T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,131,6,16,11,2023-06-16T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,132,6,16,12,2023-06-16T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,133,6,16,13,2023-06-16T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,134,6,16,14,2023-06-16T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,135,6,16,15,2023-06-16T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,136,6,16,16,2023-06-16T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,137,6,16,17,2023-06-16T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,138,6,16,18,2023-06-16T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,139,6,16,19,2023-06-16T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,140,6,16,20,2023-06-16T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,141,6,16,21,2023-06-16T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,142,6,16,22,2023-06-16T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,143,6,16,23,2023-06-16T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,144,6,16,24,2023-06-16T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,145,6,17,1,2023-06-16T23:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,146,6,17,2,2023-06-17T00:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,147,6,17,3,2023-06-17T01:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,148,6,17,4,2023-06-17T02:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,149,6,17,5,2023-06-17T03:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,150,6,17,6,2023-06-17T04:50:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,151,6,17,7,2023-06-17T05:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,152,6,17,8,2023-06-17T06:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,153,6,17,9,2023-06-17T07:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,154,6,17,10,2023-06-17T08:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,155,6,17,11,2023-06-17T09:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,156,6,17,12,2023-06-17T10:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,157,6,17,13,2023-06-17T11:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,158,6,17,14,2023-06-17T12:50:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,159,6,17,15,2023-06-17T13:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,160,6,17,16,2023-06-17T14:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,161,6,17,17,2023-06-17T15:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,162,6,17,18,2023-06-17T16:50:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,163,6,17,19,2023-06-17T17:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,164,6,17,20,2023-06-17T18:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,165,6,17,21,2023-06-17T19:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,166,6,17,22,2023-06-17T20:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,167,6,17,23,2023-06-17T21:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,168,6,17,24,2023-06-17T22:50:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,169,1,15,1,2023-01-14T23:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,170,1,15,2,2023-01-15T00:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,171,1,15,3,2023-01-15T01:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,172,1,15,4,2023-01-15T02:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,173,1,15,5,2023-01-15T03:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,174,1,15,6,2023-01-15T04:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,175,1,15,7,2023-01-15T05:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,176,1,15,8,2023-01-15T06:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,177,1,15,9,2023-01-15T07:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,178,1,15,10,2023-01-15T08:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,179,1,15,11,2023-01-15T09:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,180,1,15,12,2023-01-15T10:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,181,1,15,13,2023-01-15T11:30:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,182,1,15,14,2023-01-15T12:30:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,183,1,15,15,2023-01-15T13:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,184,1,15,16,2023-01-15T14:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,185,1,15,17,2023-01-15T15:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,186,1,15,18,2023-01-15T16:30:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,187,1,15,19,2023-01-15T17:30:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,188,1,15,20,2023-01-15T18:30:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,189,1,15,21,2023-01-15T19:30:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,190,1,15,22,2023-01-15T20:30:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,191,1,15,23,2023-01-15T21:30:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,192,1,15,24,2023-01-15T22:30:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,193,1,16,1,2023-01-15T23:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,194,1,16,2,2023-01-16T00:30:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,195,1,16,3,2023-01-16T01:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,196,1,16,4,2023-01-16T02:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,197,1,16,5,2023-01-16T03:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,198,1,16,6,2023-01-16T04:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,199,1,16,7,2023-01-16T05:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,200,1,16,8,2023-01-16T06:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,201,1,16,9,2023-01-16T07:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,202,1,16,10,2023-01-16T08:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,203,1,16,11,2023-01-16T09:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,204,1,16,12,2023-01-16T10:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,205,1,16,13,2023-01-16T11:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,206,1,16,14,2023-01-16T12:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,207,1,16,15,2023-01-16T13:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,208,1,16,16,2023-01-16T14:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,209,1,16,17,2023-01-16T15:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,210,1,16,18,2023-01-16T16:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,211,1,16,19,2023-01-16T17:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,212,1,16,20,2023-01-16T18:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,213,1,16,21,2023-01-16T19:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,214,1,16,22,2023-01-16T20:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,215,1,16,23,2023-01-16T21:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,216,1,16,24,2023-01-16T22:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,217,1,17,1,2023-01-16T23:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,218,1,17,2,2023-01-17T00:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,219,1,17,3,2023-01-17T01:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,220,1,17,4,2023-01-17T02:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,221,1,17,5,2023-01-17T03:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,222,1,17,6,2023-01-17T04:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,223,1,17,7,2023-01-17T05:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,224,1,17,8,2023-01-17T06:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,225,1,17,9,2023-01-17T07:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,226,1,17,10,2023-01-17T08:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,227,1,17,11,2023-01-17T09:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,228,1,17,12,2023-01-17T10:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,229,1,17,13,2023-01-17T11:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,230,1,17,14,2023-01-17T12:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,231,1,17,15,2023-01-17T13:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,232,1,17,16,2023-01-17T14:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,233,1,17,17,2023-01-17T15:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,234,1,17,18,2023-01-17T16:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,235,1,17,19,2023-01-17T17:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,236,1,17,20,2023-01-17T18:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,237,1,17,21,2023-01-17T19:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,238,1,17,22,2023-01-17T20:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,239,1,17,23,2023-01-17T21:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,240,1,17,24,2023-01-17T22:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,241,1,18,1,2023-01-17T23:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,242,1,18,2,2023-01-18T00:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,243,1,18,3,2023-01-18T01:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,244,1,18,4,2023-01-18T02:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,245,1,18,5,2023-01-18T03:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,246,1,18,6,2023-01-18T04:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,247,1,18,7,2023-01-18T05:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,248,1,18,8,2023-01-18T06:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,249,1,18,9,2023-01-18T07:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,250,1,18,10,2023-01-18T08:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,251,1,18,11,2023-01-18T09:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,252,1,18,12,2023-01-18T10:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,253,1,18,13,2023-01-18T11:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,254,1,18,14,2023-01-18T12:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,255,1,18,15,2023-01-18T13:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,256,1,18,16,2023-01-18T14:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,257,1,18,17,2023-01-18T15:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,258,1,18,18,2023-01-18T16:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,259,1,18,19,2023-01-18T17:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,260,1,18,20,2023-01-18T18:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,261,1,18,21,2023-01-18T19:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,262,1,18,22,2023-01-18T20:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,263,1,18,23,2023-01-18T21:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,264,1,18,24,2023-01-18T22:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,265,1,19,1,2023-01-18T23:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,100,28,2,1,2,0,801
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,100,28,3,2,2,0,801
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,100,28,3,2,3,0,801
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,100,28,3,1,2,0,801
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,100,28,3,1,2,0,801
